step,total_loss,sigreg_proxy_loss,pred_loss,learning_rate,grad_norm_post
32101,1.938381e-06,1.781087e-06,1.572932e-07,9.544906e-05,1.183782e-03
32201,2.423904e-06,2.268543e-06,1.553609e-07,9.460266e-05,2.010855e-03
32301,5.241285e-06,4.766855e-06,4.744298e-07,9.375874e-05,4.519373e-04
32401,1.146739e-06,4.563039e-07,6.904356e-07,9.291733e-05,1.245077e-03
32501,5.458139e-07,4.843307e-07,6.148327e-08,9.207848e-05,8.135685e-04
32601,2.908467e-06,2.410613e-06,4.978532e-07,9.124222e-05,3.502268e-03
32701,2.907248e-06,2.823539e-06,8.370899e-08,9.040857e-05,1.297999e-03
32801,3.529571e-06,3.383637e-06,1.459340e-07,8.957758e-05,2.896770e-03
32901,2.512412e-06,2.372831e-06,1.395810e-07,8.874928e-05,3.249718e-03
33001,2.298032e-06,2.149597e-06,1.484354e-07,8.792371e-05,3.374740e-03
33101,6.368898e-07,5.743353e-07,6.255451e-08,8.710089e-05,1.476897e-03
33201,3.500329e-07,3.159863e-07,3.404659e-08,8.628086e-05,3.039313e-04
33301,1.316736e-06,1.239439e-06,7.729675e-08,8.546365e-05,1.654441e-03
33401,1.127713e-05,1.085426e-05,4.228633e-07,8.464931e-05,8.895489e-04
33501,4.065770e-06,3.980510e-06,8.525983e-08,8.383785e-05,3.506061e-03
33601,5.363469e-06,5.039064e-06,3.244051e-07,8.302933e-05,6.193315e-03
33701,1.477429e-05,1.300808e-05,1.766211e-06,8.222376e-05,1.081341e-02
33801,1.724190e-06,1.425858e-06,2.983326e-07,8.142118e-05,2.227747e-03
33901,4.003620e-06,3.761135e-06,2.424845e-07,8.062162e-05,1.678564e-03
34001,6.379927e-06,6.130070e-06,2.498569e-07,7.982513e-05,4.757587e-03
34101,4.057495e-06,3.878179e-06,1.793156e-07,7.903172e-05,3.860161e-03
34201,1.106702e-05,1.055435e-05,5.126742e-07,7.824144e-05,8.701671e-03
34301,4.399342e-06,4.265304e-06,1.340381e-07,7.745431e-05,4.997715e-03
34401,1.116871e-06,1.055823e-06,6.104861e-08,7.667037e-05,1.788820e-03
34501,3.299243e-06,3.039965e-06,2.592778e-07,7.588965e-05,2.384964e-03
34601,8.615065e-06,8.419399e-06,1.956660e-07,7.511218e-05,6.720125e-03
34701,2.395538e-06,2.316803e-06,7.873451e-08,7.433799e-05,2.069539e-03
34801,2.739675e-06,2.594809e-06,1.448660e-07,7.356712e-05,3.051688e-03
34901,4.807898e-06,4.623379e-06,1.845197e-07,7.279960e-05,6.350090e-04
35001,3.085058e-06,3.012201e-06,7.285693e-08,7.203546e-05,4.024781e-03
35101,8.925330e-06,8.250914e-06,6.744156e-07,7.127473e-05,3.543136e-03
35201,5.389056e-06,5.157017e-06,2.320394e-07,7.051744e-05,2.106175e-03
35301,3.173775e-06,2.902625e-06,2.711497e-07,6.976362e-05,3.645447e-03
35401,1.559562e-06,1.403438e-06,1.561241e-07,6.901330e-05,1.494430e-03
35501,2.313887e-06,2.145688e-06,1.681993e-07,6.826652e-05,3.841702e-03
35601,3.701799e-06,3.588330e-06,1.134691e-07,6.752331e-05,4.812931e-03
35701,9.221341e-06,8.711021e-06,5.103204e-07,6.678369e-05,3.824719e-03
35801,2.122156e-06,1.472800e-06,6.493563e-07,6.604770e-05,1.154955e-03
35901,2.269665e-06,1.860826e-06,4.088390e-07,6.531536e-05,4.026560e-03
36001,1.875716e-06,1.856002e-06,1.971436e-08,6.458671e-05,3.460106e-03
36101,2.493761e-06,2.338210e-06,1.555511e-07,6.386178e-05,2.524171e-03
36201,3.826860e-06,3.647155e-06,1.797047e-07,6.314059e-05,3.607817e-03
36301,1.497501e-06,1.202393e-06,2.951080e-07,6.242318e-05,6.010294e-04
36401,3.144202e-06,3.090144e-06,5.405707e-08,6.170957e-05,2.748671e-03
36501,3.774188e-06,3.649082e-06,1.251056e-07,6.099980e-05,5.221965e-03
36601,1.138302e-06,6.016189e-07,5.366829e-07,6.029390e-05,7.525372e-04
36701,4.727620e-07,3.554774e-07,1.172846e-07,5.959188e-05,1.723306e-03
36801,6.581411e-07,5.080084e-07,1.501327e-07,5.889379e-05,1.613214e-03
36901,9.100072e-06,8.841112e-06,2.589598e-07,5.819965e-05,1.537245e-03
37001,3.457680e-06,3.268753e-06,1.889262e-07,5.750949e-05,2.111977e-03
37101,3.357178e-06,3.216900e-06,1.402782e-07,5.682333e-05,3.261227e-03
37201,5.455175e-06,5.300846e-06,1.543287e-07,5.614122e-05,1.283142e-03
37301,7.443719e-07,5.507814e-07,1.935905e-07,5.546316e-05,4.628421e-04
37401,8.664902e-07,7.997604e-07,6.672985e-08,5.478920e-05,1.835727e-03
37501,1.122708e-06,1.080756e-06,4.195247e-08,5.411935e-05,1.948091e-03
37601,3.638284e-06,3.571258e-06,6.702614e-08,5.345365e-05,4.587300e-03
37701,7.102579e-06,6.726670e-06,3.759086e-07,5.279213e-05,7.437142e-03
37801,4.457093e-06,4.106439e-06,3.506546e-07,5.213481e-05,5.729054e-03
37901,2.404915e-06,2.281283e-06,1.236322e-07,5.148172e-05,2.384092e-03
38001,3.145693e-06,2.948629e-06,1.970641e-07,5.083288e-05,3.937385e-03
38101,8.020101e-06,7.696947e-06,3.231537e-07,5.018832e-05,1.050631e-03
38201,1.252144e-05,1.200625e-05,5.151846e-07,4.954807e-05,8.635928e-03
38301,3.155121e-06,3.004156e-06,1.509650e-07,4.891216e-05,1.682826e-04
38401,3.912265e-06,3.723901e-06,1.883645e-07,4.828061e-05,1.698010e-03
38501,8.396773e-07,7.418686e-07,9.780874e-08,4.765344e-05,2.782659e-04
38601,1.010676e-06,8.884607e-07,1.222158e-07,4.703069e-05,8.188668e-04
38701,9.668192e-07,8.990843e-07,6.773492e-08,4.641237e-05,1.021746e-03
38801,1.213792e-06,1.125658e-06,8.813417e-08,4.579852e-05,7.116814e-04
38901,2.842558e-06,2.788155e-06,5.440329e-08,4.518916e-05,4.428309e-03
39001,1.821307e-06,1.488363e-06,3.329440e-07,4.458431e-05,8.453558e-04
39101,6.017501e-06,5.835217e-06,1.822837e-07,4.398400e-05,6.657304e-03
39201,4.258165e-06,3.907671e-06,3.504939e-07,4.338825e-05,4.986154e-03
39301,6.672647e-06,6.474388e-06,1.982587e-07,4.279710e-05,4.184282e-03
39401,1.166027e-06,1.055380e-06,1.106476e-07,4.221055e-05,1.153394e-03
39501,3.139043e-06,2.988275e-06,1.507687e-07,4.162864e-05,3.602759e-03
39601,3.062879e-06,2.746397e-06,3.164815e-07,4.105139e-05,1.788413e-03
39701,3.784120e-06,3.576444e-06,2.076759e-07,4.047882e-05,4.296409e-03
39801,1.467664e-06,1.375857e-06,9.180699e-08,3.991097e-05,2.556424e-03
39901,2.882646e-06,2.801424e-06,8.122291e-08,3.934784e-05,2.024067e-03
40001,1.011802e-05,9.878416e-06,2.396086e-07,3.878946e-05,4.405609e-03
40101,1.265020e-06,8.109525e-07,4.540673e-07,3.823587e-05,8.968249e-04
40201,1.620846e-06,1.412687e-06,2.081597e-07,3.768707e-05,1.401355e-03
40301,5.823135e-07,4.840676e-07,9.824586e-08,3.714310e-05,1.279056e-03
40401,1.607233e-06,1.529081e-06,7.815184e-08,3.660397e-05,3.279064e-03
40501,3.484373e-07,2.231593e-07,1.252780e-07,3.606970e-05,7.553923e-04
40601,2.453862e-06,2.205283e-06,2.485785e-07,3.554033e-05,1.400714e-03
40701,6.712613e-07,6.143073e-07,5.695397e-08,3.501587e-05,6.406358e-04
40801,6.437094e-07,5.603297e-07,8.337969e-08,3.449634e-05,3.531237e-04
40901,1.890977e-06,1.526206e-06,3.647712e-07,3.398176e-05,8.610441e-04
41001,1.103549e-06,1.037028e-06,6.652096e-08,3.347215e-05,1.188225e-03
41101,1.451332e-06,1.355878e-06,9.545372e-08,3.296755e-05,1.888458e-03
41201,8.398658e-07,7.921658e-07,4.770005e-08,3.246795e-05,1.446991e-03
41301,4.666662e-06,4.528293e-06,1.383690e-07,3.197340e-05,2.243827e-04
41401,4.874373e-06,4.737945e-06,1.364275e-07,3.148390e-05,5.908891e-03
41501,8.659069e-06,7.982577e-06,6.764920e-07,3.099948e-05,7.817898e-03
41601,6.148589e-06,5.887679e-06,2.609097e-07,3.052016e-05,6.244226e-03
41701,3.188854e-06,3.041342e-06,1.475116e-07,3.004595e-05,5.265333e-04
41801,5.965835e-06,5.663464e-06,3.023707e-07,2.957688e-05,5.714172e-03
41901,2.475639e-06,2.356629e-06,1.190101e-07,2.911297e-05,4.269257e-03
42001,1.603784e-06,1.546317e-06,5.746648e-08,2.865423e-05,2.680069e-03
42101,1.957772e-07,1.718311e-07,2.394614e-08,2.820068e-05,2.979556e-04
42201,3.266585e-06,3.135610e-06,1.309753e-07,2.775235e-05,1.225361e-03
42301,2.141371e-07,1.943064e-07,1.983071e-08,2.730924e-05,1.129323e-04
42401,1.579365e-06,1.399696e-06,1.796698e-07,2.687139e-05,6.591733e-04
42501,1.613066e-06,1.563135e-06,4.993098e-08,2.643880e-05,3.061304e-03
42601,3.321548e-06,3.061275e-06,2.602731e-07,2.601150e-05,1.065659e-03
42701,1.320792e-06,1.280470e-06,4.032177e-08,2.558950e-05,2.347882e-03
42801,7.068145e-07,6.221141e-07,8.470034e-08,2.517282e-05,1.117081e-03
42901,1.066037e-06,1.015489e-06,5.054778e-08,2.476147e-05,1.206442e-03
43001,2.489233e-06,2.365771e-06,1.234620e-07,2.435548e-05,2.177074e-04
43101,5.829600e-06,5.604829e-06,2.247710e-07,2.395486e-05,1.492735e-03
43201,3.502086e-06,3.431076e-06,7.100988e-08,2.355963e-05,2.498923e-03
43301,2.688921e-06,2.409823e-06,2.790975e-07,2.316980e-05,3.888641e-04
43401,9.228664e-07,8.557351e-07,6.713125e-08,2.278538e-05,2.384720e-03
43501,3.676289e-06,3.487817e-06,1.884714e-07,2.240641e-05,5.009477e-03
43601,1.597551e-06,1.506896e-06,9.065470e-08,2.203288e-05,1.787520e-03
43701,7.733731e-06,7.351635e-06,3.820962e-07,2.166482e-05,5.716726e-03
43801,2.821582e-06,2.499831e-06,3.217509e-07,2.130224e-05,1.620754e-03
43901,2.178618e-06,2.032205e-06,1.464135e-07,2.094516e-05,2.088590e-03
44001,6.735043e-06,6.418792e-06,3.162509e-07,2.059358e-05,2.951192e-03
44101,7.255908e-07,6.554632e-07,7.012766e-08,2.024753e-05,1.864285e-03
44201,3.533043e-05,3.389062e-05,1.439812e-06,1.990702e-05,1.651749e-02
44301,2.154512e-05,2.091688e-05,6.282353e-07,1.957207e-05,9.677355e-03
44401,1.078415e-05,1.028960e-05,4.945503e-07,1.924268e-05,2.510045e-03
44501,1.310159e-06,1.152731e-06,1.574275e-07,1.891887e-05,5.632520e-05
44601,3.347882e-06,3.245472e-06,1.024104e-07,1.860065e-05,2.306350e-03
44701,1.101738e-06,1.027043e-06,7.469455e-08,1.828804e-05,2.346886e-03
44801,1.141998e-05,1.096228e-05,4.576982e-07,1.798106e-05,9.323120e-03
44901,1.220842e-06,1.196107e-06,2.473525e-08,1.767970e-05,2.758561e-03
45001,4.314781e-06,4.082076e-06,2.327050e-07,1.738399e-05,4.096329e-03
45101,1.282136e-07,1.092017e-07,1.901192e-08,1.709393e-05,4.316310e-04
45201,9.736803e-07,8.687674e-07,1.049129e-07,1.680955e-05,1.611911e-03
45301,1.007183e-06,9.405997e-07,6.658290e-08,1.653084e-05,5.197943e-04
45401,1.905737e-06,1.851250e-06,5.448628e-08,1.625783e-05,3.211243e-03
45501,1.303560e-06,1.088682e-06,2.148781e-07,1.599052e-05,1.314846e-03
45601,1.807659e-06,1.725563e-06,8.209514e-08,1.572892e-05,1.566768e-03
45701,1.750294e-06,1.577446e-06,1.728486e-07,1.547305e-05,3.051893e-03
45801,1.019949e-05,9.742183e-06,4.573049e-07,1.522291e-05,8.354737e-03
45901,7.406234e-06,7.105887e-06,3.003476e-07,1.497852e-05,4.561510e-03
46001,8.301124e-07,7.826185e-07,4.749387e-08,1.473989e-05,4.087988e-04
46101,1.180341e-06,1.093972e-06,8.636936e-08,1.450702e-05,1.029794e-03
46201,1.202041e-05,1.178842e-05,2.319926e-07,1.427992e-05,8.005279e-03
46301,2.695163e-06,2.519794e-06,1.753687e-07,1.405861e-05,2.145787e-03
46401,4.608125e-06,4.551868e-06,5.625693e-08,1.384310e-05,5.050111e-03
46501,9.546536e-07,9.253342e-07,2.931933e-08,1.363338e-05,1.823472e-03
46601,7.099661e-06,6.932201e-06,1.674604e-07,1.342948e-05,4.859956e-03
46701,6.493511e-07,6.166218e-07,3.272924e-08,1.323140e-05,1.870557e-03
46801,1.781547e-06,1.566452e-06,2.150948e-07,1.303914e-05,3.370060e-03
46901,5.017781e-06,4.870495e-06,1.472856e-07,1.285272e-05,2.482932e-03
47001,7.843654e-06,7.417783e-06,4.258714e-07,1.267215e-05,6.755845e-03
47101,1.589160e-06,1.466593e-06,1.225676e-07,1.249742e-05,1.844157e-03
47201,8.922731e-07,7.099503e-07,1.823227e-07,1.232855e-05,2.506299e-03
47301,1.559464e-06,1.433138e-06,1.263260e-07,1.216555e-05,1.197393e-03
47401,2.152436e-06,2.022114e-06,1.303227e-07,1.200841e-05,1.137396e-03
47501,1.942378e-06,1.811957e-06,1.304210e-07,1.185716e-05,2.946373e-03
47601,4.638867e-06,4.363939e-06,2.749274e-07,1.171179e-05,3.705175e-03
47701,1.469836e-06,1.367461e-06,1.023753e-07,1.157231e-05,1.806522e-03
47801,4.263024e-06,4.057614e-06,2.054103e-07,1.143872e-05,3.681873e-03
47901,1.823341e-06,1.699756e-06,1.235850e-07,1.131104e-05,2.490876e-04
48001,1.353667e-06,1.268710e-06,8.495702e-08,1.118926e-05,2.650377e-04
48101,6.993831e-06,6.417513e-06,5.763175e-07,1.107339e-05,5.512769e-03
48201,2.577788e-06,2.376520e-06,2.012683e-07,1.096344e-05,1.830374e-03
48301,3.538946e-06,3.345698e-06,1.932472e-07,1.085941e-05,2.127346e-03
48401,4.628420e-06,4.565627e-06,6.279308e-08,1.076131e-05,5.915166e-03
48501,1.313701e-06,1.249391e-06,6.431054e-08,1.066914e-05,2.902705e-03
48601,6.269946e-06,5.866505e-06,4.034403e-07,1.058289e-05,6.650430e-04
48701,1.523719e-06,1.464601e-06,5.911762e-08,1.050259e-05,2.674384e-03
48801,4.296082e-06,4.188506e-06,1.075753e-07,1.042822e-05,2.543504e-03
48901,5.814430e-06,5.635689e-06,1.787411e-07,1.035980e-05,1.786283e-03
49001,3.879764e-06,3.767435e-06,1.123286e-07,1.029732e-05,1.917350e-04
49101,1.565748e-05,1.472648e-05,9.309953e-07,1.024079e-05,8.473425e-03
49201,3.379345e-06,3.177459e-06,2.018857e-07,1.019021e-05,1.507861e-03
49301,1.818160e-06,1.505011e-06,3.131489e-07,1.014559e-05,4.956879e-04
49401,4.856090e-07,4.470249e-07,3.858416e-08,1.010692e-05,1.201468e-03
49501,2.061488e-06,1.941966e-06,1.195220e-07,1.007420e-05,2.282936e-03
49601,2.243594e-05,2.152072e-05,9.152131e-07,1.004744e-05,1.271934e-02
49701,1.180784e-05,1.116820e-05,6.396451e-07,1.002664e-05,8.191367e-03
49801,9.458634e-07,7.809665e-07,1.648969e-07,1.001180e-05,1.320083e-03
49901,1.206786e-06,1.068457e-06,1.383290e-07,1.000292e-05,5.029197e-04
50000,3.169603e-06,3.000351e-06,1.692523e-07,1.000000e-05,3.436648e-03
